prime_key,dataset_id,time,username,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_added,date_updated,entity_id,cusip,isin
214887,60557,"2015-11-14 05:00:00+00",costacruises.na,0,f,0,59073,793,89062077445,,"2017-02-14 04:30:02.72298+00",,,
214934,60550,"2015-11-14 05:00:00+00",CanonMJ,460,f,0,145304,14040,381111741960060,,"2017-02-14 04:27:30.683256+00",,,
215023,60549,"2015-11-14 05:00:00+00",BoydGaming,88,f,0,4968,32,80809707490,,"2017-02-14 04:25:07.911039+00",,,
215047,60559,"2015-11-14 05:00:00+00",Seabourn,449,f,0,235015,796,93116185063,,"2017-02-14 04:30:16.027043+00",,,
215127,60548,"2015-11-14 05:00:00+00",PerdigaoOficial,488,f,0,719527,1837,108736732496333,,"2017-02-14 04:23:10.822936+00",,,
215162,60558,"2015-11-14 05:00:00+00",HALCruises,18,f,0,1289808,7985,42926793405,,"2017-02-14 04:30:09.635009+00",,,
215164,60561,"2015-11-14 05:00:00+00",cunard,20,f,20,140454,3549,137330428222,,"2017-02-14 04:30:27.650219+00",,,
215170,60534,"2015-11-14 05:00:00+00",BassettFurnitureUS,0,f,0,28010,135,209388690408,,"2017-02-14 02:00:54.292782+00",,,
215176,60547,"2015-11-14 05:00:00+00",SadiaOficial,0,f,0,3515528,148709,275497485868539,,"2017-02-14 04:23:06.035044+00",,,
215194,60538,"2015-11-14 05:00:00+00",ArlingtonPark,117807,f,117807,24102,134,153901649200,,"2017-02-14 02:04:04.323041+00",,,
215200,60536,"2015-11-14 05:00:00+00",CalderCasino,23082,f,23082,54418,1056,97038003441,,"2017-02-14 02:04:00.064016+00",,,
215224,60546,"2015-11-14 05:00:00+00",BNCollegeMarketing,16,f,16,1042,10,332229716345,,"2017-02-14 04:22:13.185255+00",,,
215480,60537,"2015-11-14 05:00:00+00",unitedtotecompany,8,f,0,216,72,240893009262624,,"2017-02-14 02:04:17.709051+00",,,
215490,60542,"2015-11-14 05:00:00+00",franklintempleton,1317,f,0,57001,325,101695977618,,"2017-02-14 04:16:16.977184+00",,,
215510,60541,"2015-11-14 05:00:00+00",belmondtravel,0,f,0,49482,331,116050591795253,,"2017-02-14 04:16:09.603051+00",,,
215621,60555,"2015-11-14 05:00:00+00",Carnival,1,f,0,3244201,26856,6067784583,,"2017-02-14 04:29:51.295029+00",,,
215637,60554,"2015-11-14 05:00:00+00",POCruises,0,f,0,444218,3939,121528936186,,"2017-02-14 04:29:45.551771+00",,,
215721,60553,"2015-11-14 05:00:00+00",PrincessCruises,0,f,116521,1734969,16935,19788524059,,"2017-02-14 04:29:39.946775+00",,,
215757,60535,"2015-11-14 05:00:00+00",Allpoint.Network,0,f,0,31369,1542,299922680147371,,"2017-02-14 02:02:27.843014+00",,,
215765,60556,"2015-11-14 05:00:00+00",pandocruises,2845,f,0,261006,4613,179746530781,,"2017-02-14 04:29:57.200414+00",,,
215769,60552,"2015-11-14 05:00:00+00",AIDA,0,f,0,944462,17317,101777342866,,"2017-02-14 04:29:33.979026+00",,,
215923,60551,"2015-11-14 05:00:00+00",cokecce,0,f,0,7795,23,112749448851,,"2017-02-14 04:29:17.963014+00",,,
215955,60560,"2015-11-14 05:00:00+00",worldsleadingcruiselines,0,f,0,10786,16,81460746098,,"2017-02-14 04:30:21.843075+00",,,
215962,60563,"2015-11-14 05:00:00+00",CenteneCorporation,0,f,0,230,9,291018031104727,,"2017-02-14 04:36:11.243466+00",,,
216036,60678,"2015-11-15 05:00:00+00",KetelOne,0,f,0,875839,233,168609809998710,,"2017-02-14 04:46:23.905776+00",,,
216059,60668,"2015-11-15 05:00:00+00",PremierSIPS,1,f,1,1773,52,106281092585,,"2017-02-14 04:40:45.42549+00",,,
216098,60667,"2015-11-15 05:00:00+00",Insulfoam,3,f,0,2790,17,106084089445738,,"2017-02-14 04:41:35.05505+00",,,
216103,60674,"2015-11-15 05:00:00+00",UGGAustralia,0,f,7861,2677751,99897,97627700810,,"2017-02-14 04:45:39.211329+00",,,
216128,60666,"2015-11-15 05:00:00+00",devilbisssprayguns,0,f,0,2288,21,163176577031556,,"2017-02-14 04:41:29.392588+00",,,
216135,60665,"2015-11-15 05:00:00+00",devilbissbinksransburgbgk,20,f,20,142,2,545278392170522,,"2017-02-14 04:41:22.990486+00",,,
216174,60672,"2015-11-15 05:00:00+00",cwindustrial,15,f,0,51,2,230546783749926,,"2017-02-14 04:43:50.703237+00",,,
216197,60664,"2015-11-15 05:00:00+00",binksfinishing,0,f,0,679,2,261111849416,,"2017-02-14 04:41:17.647071+00",,,
216246,60663,"2015-11-15 05:00:00+00",HunterPanelsPolyiso,3,f,0,365,6,140402812654096,,"2017-02-14 04:41:11.295044+00",,,
216262,60662,"2015-11-15 05:00:00+00",carlislehvac,7,f,7,128,1,253085624749329,,"2017-02-14 04:41:04.635117+00",,,
216263,60676,"2015-11-15 05:00:00+00",ahnufootwear,0,f,0,32003,330,23402612975,,"2017-02-14 04:45:49.943032+00",,,
216304,60661,"2015-11-15 05:00:00+00",DeVilbissInternational,0,f,0,3172,46,141221145903520,,"2017-02-14 04:40:58.487052+00",,,
216334,60660,"2015-11-15 05:00:00+00",CarlisleSynTec,359,f,359,671,10,155565011160312,,"2017-02-14 04:40:52.463013+00",,,
216375,60659,"2015-11-15 05:00:00+00",devilbissautomotiverefinishing,0,f,0,1877,10,150216788344998,,"2017-02-14 04:40:27.212663+00",,,
216468,60658,"2015-11-15 05:00:00+00",PlumOrganics,0,f,0,275885,4176,30003503862,,"2017-02-14 04:38:55.669557+00",,,
216533,60657,"2015-11-15 05:00:00+00",GoldfishSmiles,0,f,0,642817,2847,132414976862076,,"2017-02-14 04:38:50.994992+00",,,
216573,60656,"2015-11-15 05:00:00+00",V8,0,f,0,384147,379,29412851044,,"2017-02-14 04:38:45.075257+00",,,
216609,60655,"2015-11-15 05:00:00+00",bolthousefarms,5783,f,5783,586579,17319,168420860652,,"2017-02-14 04:38:39.233954+00",,,
216635,60654,"2015-11-15 05:00:00+00",Swanson,0,f,0,294087,542,392847590780478,,"2017-02-14 04:38:34.196162+00",,,
216637,60677,"2015-11-15 05:00:00+00",SanukFootwear,0,f,44,267921,2222,56062795998,,"2017-02-14 04:45:54.264244+00",,,
216657,60653,"2015-11-15 05:00:00+00",SpaghettiOs,0,f,0,577520,2276,361805617238249,,"2017-02-14 04:38:29.143043+00",,,
216660,60652,"2015-11-15 05:00:00+00",campbells,1394,f,0,451988,1026,124728879505,,"2017-02-14 04:38:23.96152+00",,,
216671,60651,"2015-11-15 05:00:00+00",campbellskitchen,0,f,0,1375284,8075,149479371756685,,"2017-02-14 04:38:18.852904+00",,,
216789,60650,"2015-11-15 05:00:00+00",PepperidgeFarm,0,f,0,70877,474,153762238001997,,"2017-02-14 04:38:13.553729+00",,,
216847,60649,"2015-11-15 05:00:00+00",CampbellCanada,0,f,0,280111,1553,126412959951,,"2017-02-14 04:38:07.623861+00",,,
216869,60675,"2015-11-15 05:00:00+00",Teva,60,f,7,369723,2600,40078814890,,"2017-02-14 04:45:44.691018+00",,,
216880,60648,"2015-11-15 05:00:00+00",CooperVisionUSA,0,f,0,15098,171,109396605763261,,"2017-02-14 04:37:21.043684+00",,,
216895,60647,"2015-11-15 05:00:00+00",Cenpatico,415,f,415,596,8,74159331939,,"2017-02-14 04:36:06.023922+00",,,
217011,60646,"2015-11-15 05:00:00+00",LifeShareManagementGroup,21,f,21,1393,21,120279834707372,,"2017-02-14 04:36:16.756336+00",,,
217056,60645,"2015-11-15 05:00:00+00",NurturHealth,0,f,0,68,6,869262523116149,,"2017-02-14 04:36:01.031939+00",,,
217074,60644,"2015-11-15 05:00:00+00",Citrix,0,f,0,88433,441,88154406665,,"2017-02-14 02:14:01.767048+00",,,
217097,60669,"2015-11-15 05:00:00+00",carlislefsp,0,f,0,4395,6,140908012634086,,"2017-02-14 04:41:45.928595+00",,,
217105,60643,"2015-11-15 05:00:00+00",Cognizant,22,f,0,283295,1175,134577187146,,"2017-02-14 02:13:45.127011+00",,,
217111,60642,"2015-11-15 05:00:00+00",Canadian.Solar.CSIQ,330,f,330,16812,46,1385579835009115,,"2017-02-14 02:12:02.599078+00",,,
217189,60673,"2015-11-15 05:00:00+00",HOKAONEONE,0,f,0,44348,349,103032366405927,,"2017-02-14 04:45:33.836459+00",,,
217194,60641,"2015-11-15 05:00:00+00",coremarkinternational,1179,f,0,2757,74,843963002292639,,"2017-02-14 02:08:40.370644+00",,,
217265,60640,"2015-11-15 05:00:00+00",boyds,259,f,259,2476,45,222725264609,,"2017-02-14 02:08:34.083055+00",,,
218546,60933,"2015-11-17 05:00:00+00",WonderBread,0,f,0,70666,191,105030546232263,,"2017-02-14 05:09:19.067035+00",,,
218549,60835,"2015-11-17 05:00:00+00",GiftsDotCom,36,f,0,148509,91,5730173887,,"2017-02-14 02:33:08.14718+00",,,
218560,60934,"2015-11-17 05:00:00+00",cobblestonebreadco,4,f,0,8385,598,1376049245973067,,"2017-02-14 05:09:26.607082+00",,,
218572,60845,"2015-11-17 05:00:00+00",SwissPremiumTea,0,f,0,22353,48,161325807264175,,"2017-02-14 04:46:56.159641+00",,,
218587,60935,"2015-11-17 05:00:00+00",PolloTropical,12396,f,12396,127325,2599,233921809956670,,"2017-02-14 02:32:14.779415+00",,,
218590,60846,"2015-11-17 05:00:00+00",dairypure,14,f,0,27857,506,443118029054321,,"2017-02-14 04:47:01.41705+00",,,
218593,60920,"2015-11-17 05:00:00+00",Fiat,0,f,24688,1512157,2190,506386699400611,,"2017-02-14 05:05:01.995117+00",,,
218611,60889,"2015-11-17 05:00:00+00",radioendenver,150,f,150,3985,75,339116021430,,"2017-02-14 04:59:59.403062+00",,,
218619,60847,"2015-11-17 05:00:00+00",questdiagnostics,4,f,0,13100,307,155111827867847,,"2017-02-14 04:47:29.999185+00",,,
218636,60919,"2015-11-17 05:00:00+00",COMAU,0,f,0,4694,79,344214865585,,"2017-02-14 05:06:05.66953+00",,,
218637,60936,"2015-11-17 05:00:00+00",TacoCabana,0,f,305745,342332,1254,6415052155,,"2017-02-14 02:32:19.135039+00",,,
218642,60879,"2015-11-17 05:00:00+00",1019thewolf,747,f,747,35566,4918,186993602016,,"2017-02-14 04:58:58.811304+00",,,
218647,60848,"2015-11-17 05:00:00+00",applebees,1,f,17386725,5938101,94753,84917689333,,"2017-02-14 04:47:47.60707+00",,,
218648,60816,"2015-11-17 05:00:00+00",ipower,0,f,0,5930,7,102588392483,,"2017-02-14 02:22:36.669405+00",,,
218653,60937,"2015-11-17 05:00:00+00",JetstreamOfHouston,0,f,0,122,7,416210535581,,"2017-02-14 05:10:26.138981+00",,,
218670,60918,"2015-11-17 05:00:00+00",Chrysler,0,f,0,872585,21055,7737305975,,"2017-02-14 05:05:34.444813+00",,,
218677,60873,"2015-11-17 05:00:00+00",ESPN1650,0,f,0,161,2,559947997348979,,"2017-02-14 04:58:24.99418+00",,,
218680,60888,"2015-11-17 05:00:00+00",WJALTV,6,f,6,970,4,232919360105175,,"2017-02-14 04:59:53.421774+00",,,
218682,60938,"2015-11-17 05:00:00+00",ElginSweeper,0,f,0,826,49,209304953983,,"2017-02-14 05:10:32.695092+00",,,
218685,60834,"2015-11-17 05:00:00+00",SharisBerries,0,f,0,475181,21410,176439539034285,,"2017-02-14 02:33:03.007054+00",,,
218707,60939,"2015-11-17 05:00:00+00",GuzzlerMfg,0,f,0,201,6,281756841205,,"2017-02-14 05:10:40.342696+00",,,
218711,60849,"2015-11-17 05:00:00+00",IHOP,0,f,5038340,3467131,27031,10036618151,,"2017-02-14 04:47:53.047031+00",,,
218715,60878,"2015-11-17 05:00:00+00",Jose1071.1FM,50,f,50,2400,95,204817736211876,,"2017-02-14 04:58:52.829266+00",,,
218720,60850,"2015-11-17 05:00:00+00",MasoniteDoors,0,f,0,2104,35,138487339566850,,"2017-02-14 04:49:56.310998+00",,,
218741,60833,"2015-11-17 05:00:00+00",FTDflowers,0,f,0,229124,9828,142488072463621,,"2017-02-14 02:32:58.04152+00",,,
218776,60917,"2015-11-17 05:00:00+00",dodge,0,f,0,3297671,82178,7346304223,,"2017-02-14 05:06:17.842763+00",,,
218781,60916,"2015-11-17 05:00:00+00",Lancia.Italia,0,f,0,334312,2876,34580761882,,"2017-02-14 05:06:11.722994+00",,,
218796,60940,"2015-11-17 05:00:00+00",FederalSignalFR,55,f,0,22864,303,205671633144,,"2017-02-14 05:10:54.159508+00",,,
218805,60915,"2015-11-17 05:00:00+00",JeepOlllllllOpeople,0,f,0,98070,460,190421784340251,,"2017-02-14 05:06:57.562727+00",,,
218811,60832,"2015-11-17 05:00:00+00",DrakeAlgarFlowers,9,f,9,193,2,111349725568792,,"2017-02-14 02:32:53.530999+00",,,
218818,60941,"2015-11-17 05:00:00+00",VactorMfg,0,f,0,1344,18,247333071556,,"2017-02-14 05:11:00.422423+00",,,
218822,60914,"2015-11-17 05:00:00+00",MagnetiMarelliTechAndRacing,0,f,0,122399,2421,1521016198131058,,"2017-02-14 05:07:03.362899+00",,,
218839,60942,"2015-11-17 05:00:00+00",FSSolutionsGroup,0,f,0,82,2,134484919896303,,"2017-02-14 05:11:07.27408+00",,,
218847,60913,"2015-11-17 05:00:00+00",jeep,0,f,0,4722465,72043,7037526514,,"2017-02-14 05:05:28.007067+00",,,
218854,60831,"2015-11-17 05:00:00+00",sincerelyinc,74,f,0,3427,7,121405687937290,,"2017-02-14 02:32:48.849591+00",,,
218861,60830,"2015-11-17 05:00:00+00",francescascollectionsboutique,0,f,0,162586,1098,226210594767,,"2017-02-14 02:32:00.499107+00",,,
218885,60912,"2015-11-17 05:00:00+00",JeepItalia,0,f,0,230272,3091,215025078616061,,"2017-02-14 05:06:52.127015+00",,,
218927,60851,"2015-11-17 05:00:00+00",TheDowChemicalCompany,2443,f,0,87812,625,171697336181460,,"2017-02-14 04:50:01.799235+00",,,
218928,60877,"2015-11-17 05:00:00+00",tricolorlv,0,f,0,7720,1435,146747442002222,,"2017-02-14 04:58:48.195031+00",,,
218936,60829,"2015-11-17 05:00:00+00",financialengines,0,f,0,1262,61,321305751402030,,"2017-02-14 02:31:10.817896+00",,,
218950,60852,"2015-11-17 05:00:00+00",OliveGarden,0,f,17544407,6451582,145726,18618646804,,"2017-02-14 04:50:41.698922+00",,,
218954,60911,"2015-11-17 05:00:00+00",alfaromeousa,0,f,0,734843,37852,1490288291225640,,"2017-02-14 05:05:22.548125+00",,,
218978,60910,"2015-11-17 05:00:00+00",fiatprofessional,0,f,0,91082,675,103926581046,,"2017-02-14 05:04:56.223247+00",,,
218988,60828,"2015-11-17 05:00:00+00",FireEye,0,f,0,15630,145,45127269202,,"2017-02-14 02:29:02.92716+00",,,
218989,60853,"2015-11-17 05:00:00+00",seasons52,0,f,746516,185104,933,86744073413,,"2017-02-14 04:50:48.059031+00",,,
219018,60854,"2015-11-17 05:00:00+00",EddieVsPrimeSeafood,46221,f,189800,44706,333,120283141419641,,"2017-02-14 04:50:53.50302+00",,,
219020,60855,"2015-11-17 05:00:00+00",BahamaBreeze,0,f,1779722,261319,770,22343544970,,"2017-02-14 04:50:58.361497+00",,,
219023,60880,"2015-11-17 05:00:00+00",TheFox1150Oldies,0,f,0,2376,3,212463378893449,,"2017-02-14 04:59:04.117657+00",,,
219028,60909,"2015-11-17 05:00:00+00",moen,0,f,0,546880,10095,134870853219596,,"2017-02-14 05:04:26.907007+00",,,
219030,60885,"2015-11-17 05:00:00+00",radiojose1011,0,f,0,499,10,117007254998518,,"2017-02-14 04:59:36.919038+00",,,
219051,60908,"2015-11-17 05:00:00+00",stpaulhomeproducts,1,f,1,251,1,235683986447870,,"2017-02-14 05:04:24.251002+00",,,
219055,60887,"2015-11-17 05:00:00+00",1079mixfm,0,f,0,27767,1029,196111660407071,,"2017-02-14 04:59:48.330395+00",,,
219075,60884,"2015-11-17 05:00:00+00",ElGatoLasVegas,0,f,0,4269,187,142740329092679,,"2017-02-14 04:59:25.446069+00",,,
219083,60856,"2015-11-17 05:00:00+00",thecapitalgrille,27,f,917570,183765,2973,102884280145,,"2017-02-14 04:51:04.354383+00",,,
219092,60857,"2015-11-17 05:00:00+00",YardHouse,17890,f,1622832,224714,2992,92873089221,,"2017-02-14 04:51:09.083024+00",,,
219105,60827,"2015-11-17 05:00:00+00",fastenalcompany,221,f,0,13229,909,276148164580,,"2017-02-14 02:28:20.619051+00",,,
219155,60826,"2015-11-17 05:00:00+00",ericsson,932,f,932,103970,6759,180665211990241,,"2017-02-14 02:25:03.26311+00",,,
219180,60858,"2015-11-17 05:00:00+00",longhornsteakhouse,0,f,4450762,1602416,75895,94797847988,,"2017-02-14 04:51:14.012226+00",,,
219186,60907,"2015-11-17 05:00:00+00",sentrysafe,0,f,0,19078,24,128639443830184,,"2017-02-14 05:04:18.348345+00",,,
219194,60906,"2015-11-17 05:00:00+00",MasterLock,107,f,0,46140,31,85695986529,,"2017-02-14 05:04:12.254591+00",,,
219203,60859,"2015-11-17 05:00:00+00",LippertComponents,185,f,0,10603,184,156867451164286,,"2017-02-14 04:52:00.791217+00",,,
219204,60874,"2015-11-17 05:00:00+00",LaTricolor999,0,f,0,19912,929,201698316509972,,"2017-02-14 04:58:30.15901+00",,,
219214,60813,"2015-11-17 05:00:00+00",EnergyFocusInc,14,f,0,425,9,482118521917088,,"2017-02-14 02:21:52.170345+00",,,
219236,60905,"2015-11-17 05:00:00+00",thermatru,29,f,0,2702,58,58990782711,,"2017-02-14 05:04:05.175072+00",,,
219258,60825,"2015-11-17 05:00:00+00",HostGator,385,f,0,114741,387,42249842091,,"2017-02-14 02:23:25.330324+00",,,
219259,60860,"2015-11-17 05:00:00+00",Chilis,0,f,16394456,4011336,21592,106027143213,,"2017-02-14 04:52:14.125564+00",,,
219261,60875,"2015-11-17 05:00:00+00",myfoxlaredo,440,f,0,6939,378,126526821012,,"2017-02-14 04:58:35.463021+00",,,
219264,60904,"2015-11-17 05:00:00+00",DecoraCabinets,0,f,0,2055,39,267156013154,,"2017-02-14 05:03:59.683039+00",,,
219285,60824,"2015-11-17 05:00:00+00",bluehost,729,f,0,57554,270,235969756424648,,"2017-02-14 02:23:20.723009+00",,,
219296,60903,"2015-11-17 05:00:00+00",MasterLockSecuritySafety,0,f,0,12957,8,593307440691145,,"2017-02-14 05:03:54.007041+00",,,
219317,60902,"2015-11-17 05:00:00+00",FyponMillwork,0,f,0,1059,17,183036968527125,,"2017-02-14 05:03:44.003027+00",,,
219350,60861,"2015-11-17 05:00:00+00",Maggianos,0,f,1350167,288158,1064,80922110589,,"2017-02-14 04:52:19.587018+00",,,
219361,60881,"2015-11-17 05:00:00+00",tricolor993,0,f,0,4207,34,116351365084285,,"2017-02-14 04:59:09.239062+00",,,
219366,60901,"2015-11-17 05:00:00+00",express,0,f,121132,4380735,6737,29895076407,,"2017-02-14 05:03:06.930044+00",,,
219372,60900,"2015-11-17 05:00:00+00",jose1043fm,174,f,174,7715,277,115023309113,,"2017-02-14 05:01:16.483013+00",,,
219385,60823,"2015-11-17 05:00:00+00",Domaindotcom,0,f,0,110344,1211,80225133182,,"2017-02-14 02:23:15.281977+00",,,
219408,60865,"2015-11-17 05:00:00+00",Jose939ElPaso,0,f,0,2489,49,185467516158,,"2017-02-14 04:57:39.02114+00",,,
219414,60886,"2015-11-17 05:00:00+00",tricolorpartycartel,0,f,0,6831,324,149631231768286,,"2017-02-14 04:59:42.516979+00",,,
219422,60822,"2015-11-17 05:00:00+00",JustCloudStorage,0,f,0,17193,20,268081556547195,,"2017-02-14 02:23:10.03099+00",,,
219425,60866,"2015-11-17 05:00:00+00",kcbaFOX35,56,f,56,1924,588,737259796285890,,"2017-02-14 04:57:44.927091+00",,,
219433,60899,"2015-11-17 05:00:00+00",Tricolor955,0,f,0,1003,1,117464421617802,,"2017-02-14 05:01:10.118918+00",,,
219458,60821,"2015-11-17 05:00:00+00",seogears,2,f,2,377,8,370108639744242,,"2017-02-14 02:23:05.325901+00",,,
219467,60898,"2015-11-17 05:00:00+00",KRNVFM,0,f,0,703,9,270298836315719,,"2017-02-14 05:01:03.343352+00",,,
219472,60897,"2015-11-17 05:00:00+00",krns6,0,f,0,599,9,275122689178097,,"2017-02-14 05:00:57.025628+00",,,
219479,60820,"2015-11-17 05:00:00+00",HomesteadWebsites,32,f,0,2542,7,396576653747450,,"2017-02-14 02:22:56.625842+00",,,
219484,60867,"2015-11-17 05:00:00+00",foxrio2,58,f,0,9077,137,217259125584,,"2017-02-14 04:57:51.211954+00",,,
219522,60868,"2015-11-17 05:00:00+00",Jose1059,0,f,0,4684,309,132552566796925,,"2017-02-14 04:57:57.376495+00",,,
219546,60896,"2015-11-17 05:00:00+00",Telemundo33,282,f,0,275118,6144,127828841600,,"2017-02-14 05:00:44.563+00",,,
219559,60876,"2015-11-17 05:00:00+00",hot1035,1706,f,1706,17131,1093,298185178653,,"2017-02-14 04:58:42.119031+00",,,
219566,60869,"2015-11-17 05:00:00+00",OfficialSuperEstrella,3470,f,3470,48486,994,146368044414,,"2017-02-14 04:58:03.247059+00",,,
219579,60895,"2015-11-17 05:00:00+00",Salsa981,0,f,0,11619,512,421941344497162,,"2017-02-14 05:00:37.14977+00",,,
219587,60870,"2015-11-17 05:00:00+00",thefox923,387,f,387,7598,153,273495606110578,,"2017-02-14 04:58:08.827099+00",,,
219602,60819,"2015-11-17 05:00:00+00",TeamResellerClub,0,f,0,6448,24,42615165931,,"2017-02-14 02:22:52.006374+00",,,
219606,60817,"2015-11-17 05:00:00+00",mojomarketplace,0,f,0,3742,20,253392248131533,,"2017-02-14 02:22:41.647062+00",,,
219620,60814,"2015-11-17 05:00:00+00",FatCow,0,f,0,5642,16,89120439614,,"2017-02-14 02:22:26.559058+00",,,
219625,60894,"2015-11-17 05:00:00+00",ESPNphoenix,143,f,0,1772,33,215161231840584,,"2017-02-14 05:00:31.531028+00",,,
219649,60882,"2015-11-17 05:00:00+00",ESPNnm,0,f,0,179,2,211384512282372,,"2017-02-14 04:59:14.575864+00",,,
219650,60893,"2015-11-17 05:00:00+00",denvertricolor,322,f,322,33981,427,362082190451,,"2017-02-14 05:00:25.891099+00",,,
219672,60818,"2015-11-17 05:00:00+00",TypePad,0,f,0,13586,33,5739054247,,"2017-02-14 02:22:46.993289+00",,,
219715,60892,"2015-11-17 05:00:00+00",Jose107.1,0,f,0,4575,163,111220458930981,,"2017-02-14 05:00:20.059043+00",,,
219725,60871,"2015-11-17 05:00:00+00",mytv13,0,f,0,1767,6,20101777684,,"2017-02-14 04:58:13.947025+00",,,
219733,60891,"2015-11-17 05:00:00+00",jose945,0,f,0,3961,100,158020890888724,,"2017-02-14 05:00:13.569062+00",,,
219745,60883,"2015-11-17 05:00:00+00",tricolor1035,918,f,918,168472,11410,108187722538336,,"2017-02-14 04:59:19.837435+00",,,
219767,60928,"2015-11-17 05:00:00+00",LanciaTrendVisions,0,f,0,9187,111,146646038678889,,"2017-02-14 05:05:54.22187+00",,,
219783,60927,"2015-11-17 05:00:00+00",DodgeViper,0,f,0,637720,8226,124803060884779,,"2017-02-14 05:05:59.889151+00",,,
219808,60843,"2015-11-17 05:00:00+00",PETdairy,0,f,0,16290,25,211991741088,,"2017-02-14 04:46:45.29562+00",,,
219816,60929,"2015-11-17 05:00:00+00",Fiat500Canada,0,f,0,12068,116,128992467138458,,"2017-02-14 05:06:47.7111+00",,,
219826,60841,"2015-11-17 05:00:00+00",EnjoyCountryFresh,322,f,322,29737,101,131296063564498,,"2017-02-14 04:46:39.63538+00",,,
219837,60926,"2015-11-17 05:00:00+00",AbarthOfficial,0,f,0,1037642,1448,7387916687,,"2017-02-14 05:05:40.88642+00",,,
219846,60930,"2015-11-17 05:00:00+00",RamTrucks,0,f,0,1814774,23282,156195289363,,"2017-02-14 05:05:15.775401+00",,,
219848,60840,"2015-11-17 05:00:00+00",PurityDairies,0,f,0,3667,31,58541434849,,"2017-02-14 04:46:34.983775+00",,,
219852,60925,"2015-11-17 05:00:00+00",Maserati,0,f,0,4818944,65199,18010778998,,"2017-02-14 05:06:36.363719+00",,,
219862,60924,"2015-11-17 05:00:00+00",fiatusa,0,f,0,883749,8101,112623495415114,,"2017-02-14 05:05:47.613521+00",,,
219900,60931,"2015-11-17 05:00:00+00",FICODecisions,60,f,60,929,25,131037560306152,,"2017-02-14 05:08:02.082997+00",,,
219904,60839,"2015-11-17 05:00:00+00",TruMooMilk,0,f,0,273685,177,107576909303506,,"2017-02-14 04:46:29.547125+00",,,
219905,60844,"2015-11-17 05:00:00+00",altadenacertifieddairy,0,f,0,268,1,1377984032447067,,"2017-02-14 04:46:51.02061+00",,,
219921,60838,"2015-11-17 05:00:00+00",PersonalCreations,0,f,0,728751,40254,78551887120,,"2017-02-14 02:33:22.080058+00",,,
219926,60890,"2015-11-17 05:00:00+00",LaTricolor99.5FM,140,f,140,8118,248,103849983031454,,"2017-02-14 05:00:06.87937+00",,,
219936,60872,"2015-11-17 05:00:00+00",995LaNueva,0,f,0,19171,310,258716204220367,,"2017-02-14 04:58:19.806992+00",,,
219940,60932,"2015-11-17 05:00:00+00",ComfortSystemsUsa,0,f,0,208,16,589965034364218,,"2017-02-14 05:08:37.660305+00",,,
219942,60837,"2015-11-17 05:00:00+00",interfloratheflowerexperts,0,f,0,208797,5413,115328583854,,"2017-02-14 02:33:17.116821+00",,,
219947,60923,"2015-11-17 05:00:00+00",Alfa.Romeo.cars,0,f,0,1000670,11852,22275850595,,"2017-02-14 05:06:30.396261+00",,,
219949,60815,"2015-11-17 05:00:00+00",asmallorange,0,f,0,10582,20,6362500958,,"2017-02-14 02:22:31.532727+00",,,
219955,60922,"2015-11-17 05:00:00+00",mopar,0,f,0,710322,5032,167943056553026,,"2017-02-14 05:06:23.332559+00",,,
219961,60836,"2015-11-17 05:00:00+00",ProFlowers,0,f,0,365401,5713,8029666964,,"2017-02-14 02:33:12.561425+00",,,
219974,60921,"2015-11-17 05:00:00+00",DodgeChallenger,0,f,0,1966790,35054,133580263318796,,"2017-02-14 05:05:08.567143+00",,,
220027,61129,"2015-11-18 05:00:00+00",TomeoftheSun,0,f,0,141,9,529503857205587,,"2017-02-14 03:12:18.195212+00",,,
220170,61128,"2015-11-18 05:00:00+00",NetEaseOfficial,0,f,0,485,16,410776869099329,,"2017-02-14 03:12:13.185415+00",,,
220195,61127,"2015-11-18 05:00:00+00",EternalArena,0,f,0,430,210,916902015019327,,"2017-02-14 03:12:08.301093+00",,,
220358,61126,"2015-11-18 05:00:00+00",PlaySpeedyNinja,0,f,0,11720,105,795226333894475,,"2017-02-14 03:12:02.967033+00",,,
222609,61155,"2015-11-19 05:00:00+00",SandiaLabs,905,f,0,9580,905,135381669839242,,"2017-02-14 06:17:24.380381+00",,,
222861,61429,"2015-11-20 05:00:00+00",EarthMinded,0,f,0,486,4,130792270292500,,"2017-02-14 05:28:22.073162+00",,,
222870,61459,"2015-11-20 05:00:00+00",iowamoldtooling,108,f,108,776,33,100109770080518,,"2017-02-14 07:04:05.759065+00",,,
222880,61455,"2015-11-20 05:00:00+00",OshkoshDefense,0,f,0,6904,422,161991183811280,,"2017-02-14 07:03:38.218969+00",,,
222890,61431,"2015-11-20 05:00:00+00",Kaplan,0,f,0,8710,25,103762898397,,"2017-02-14 05:29:28.419085+00",,,
222908,61465,"2015-11-20 05:00:00+00",Kidde,0,f,0,185376,3165,192274427322,,"2017-02-14 08:02:45.895051+00",,,
222914,61381,"2015-11-20 05:00:00+00",stcloudtimes,99,f,0,11058,3035,48976713989,,"2017-02-14 05:20:54.099184+00",,,
222920,61327,"2015-11-20 05:00:00+00",press.citizen,85,f,0,8047,2193,70423731350,,"2017-02-14 05:14:10.555069+00",,,
